id,name,host_id,host_name,hosts_time_as_user_years,hosts_time_as_host_years,review_scores_rating,estimated_occupancy_l365d,price,minimum_nights,maximum_nights,number_of_reviews_ltm,reviews_per_month,estimated_revenue_l365d,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,num_amenities,bedrooms,beds,bathrooms,availability_365,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_is_superhost,host_has_profile_pic,host_identity_verified
27841,Rosales Luxury Large 2BR Boutique Apt,113734,Marcela,16,15.0,4.87,112,284294.01,28.0,1000.0,2,0.24,31840929.0,Chapinero,4.65758,-74.05326,Entire Serviced Apartment,Entire Home/Apt,4,51,2.0,3.0,0.0,82,4.84,4.91,4.93,4.81,4.93,4.81,True,True,True
65762,Apartaestudios La Candelaria,321447,Teresa,15,15.0,4.75,0,215000.0,1.0,1125.0,0,0.19,0.0,Candelaria,4.59485,-74.07189,Entire Loft,Entire Home/Apt,3,33,1.0,1.0,1.0,236,4.67,4.81,4.91,4.73,4.79,4.7,True,True,True
138660,Excelent Studio ROSALES/ ZONA G,676823,Carlos,15,15.0,4.43,0,99196.1,30.0,888.0,0,0.14,0.0,Chapinero,4.64844,-74.05527,Entire Rental Unit,Entire Home/Apt,4,16,2.0,2.0,1.0,303,4.68,4.14,4.77,4.77,4.91,4.41,False,True,True
178850,"MODERN APARTMENT, 3 ROOMS, 4 PAX",498646,Irma,15,15.0,5.0,0,179910.67,30.0,1125.0,0,0.03,0.0,Usaquen,4.74382,-74.03074,Entire Rental Unit,Entire Home/Apt,4,31,3.0,3.0,2.0,353,5.0,5.0,5.0,5.0,4.67,5.0,False,True,True
289669,Room near to everything you need in Bogotá!,1503758,Daniel,14,14.0,4.5,8,82260.75,4.0,1125.0,1,0.01,658086.0,Teusaquillo,4.625375219020577,-74.07779958,Private Room In Home,Private Room,2,31,1.0,1.0,1.0,222,3.5,4.5,5.0,5.0,4.5,4.0,True,True,True
381043,Habitación Privada Cerca Av. Dorado con Av. Cali,1911347,Fernando,14,2.0,4.67,0,66234.0,1.0,365.0,0,0.11,0.0,Engativa,4.694132199999999,-74.1205894,Private Room In Home,Private Room,2,14,1.0,1.0,1.0,89,4.67,4.33,5.0,5.0,4.67,5.0,False,True,True
124029,Exclusive Loft in 93 park w Gym,619048,Jaime,15,15.0,4.66,0,273876.77,10.0,1125.0,0,0.29,0.0,Chapinero,4.679779,-74.055817,Entire Serviced Apartment,Entire Home/Apt,2,36,1.0,1.0,2.0,318,4.74,4.64,4.7,4.68,4.66,4.46,False,True,True
130427,Feel like home @ nice & new loft,642197,Jaime,15,14.0,5.0,0,276936.7,30.0,730.0,0,0.01,0.0,Suba,4.69506,-74.06165,Entire Rental Unit,Entire Home/Apt,5,10,1.0,3.0,0.0,365,5.0,4.5,5.0,5.0,4.5,5.0,False,True,True
142658,"Amazing view and location, Bogotá!",1113082,Ximena,14,14.0,4.89,0,184316.52,30.0,365.0,0,0.05,0.0,Santa Fe,4.61866,-74.06937,Entire Rental Unit,Entire Home/Apt,2,16,1.0,1.0,1.5,87,5.0,5.0,5.0,5.0,4.56,4.89,False,True,True
152126,The Place to BE,732125,Andy,15,14.0,,0,128355.78,30.0,730.0,0,0.0,0.0,Suba,4.70764,-74.05673,Private Room In Rental Unit,Private Room,4,5,0.0,2.0,2.0,365,,,,,,,False,True,True
162316,ROOM IN LUXURIOUS DUPLEX APARTMENT,775844,Victoria,14,14.0,4.65,24,102706.0,3.0,1125.0,4,0.29,2464944.0,Barrios Unidos,4.68407,-74.05811,Private Room In Loft,Private Room,1,21,1.0,1.0,1.0,365,4.7,4.81,4.53,4.83,4.91,4.62,False,True,True
207283,L MODERNO APARTAESTUDIO LOFT CHAPINERO,1019554,Yaqueline,14,14.0,4.61,0,135801.0,1.0,1125.0,0,0.4,0.0,Chapinero,4.641931056976318,-74.06401062,Entire Serviced Apartment,Entire Home/Apt,2,29,1.0,1.0,1.0,364,4.46,4.72,4.81,4.7,4.54,4.6,True,True,True
210785,Confortable bedroom Private  Room in Bogota No. 1,1017332,Edgar HernÃ¡n,14,14.0,5.0,0,164521.5,2.0,60.0,0,0.04,0.0,Fontibon,4.65429,-74.11366,Private Room In Condo,Private Room,2,15,3.0,5.0,1.0,206,5.0,5.0,5.0,5.0,5.0,5.0,False,True,True
237203,Lindo Aparta estudio Amob en Bogotá,1243902,Andres,14,14.0,,0,112797.09,30.0,730.0,0,0.0,0.0,Chapinero,4.63637,-74.06609,Entire Rental Unit,Entire Home/Apt,3,8,2.0,3.0,1.0,364,,,,,,,False,True,True
360195,ELEGANT & COMFORTABLE  APARTMENT,1832529,Deejay,14,14.0,,0,130948.13,30.0,30.0,0,0.0,0.0,Chapinero,4.64772,-74.06289,Private Room In Rental Unit,Private Room,2,7,0.0,1.0,1.0,365,,,,,,,False,True,True
367435,BEDROOM_CHAPINERO,1854979,Jhon Jairo,14,14.0,,0,165307.1,30.0,1125.0,0,0.0,0.0,Chapinero,4.64857,-74.06153,Private Room In Rental Unit,Private Room,2,9,0.0,1.0,0.0,365,,,,,,,False,True,True
452771,Room in cosy flat Virrey,692062,Maria Fernanda,15,13.0,,0,205079.13,30.0,1125.0,0,0.0,0.0,Chapinero,4.67708,-74.05615,Private Room In Rental Unit,Private Room,2,22,0.0,1.0,1.0,365,,,,,,,False,True,True
569105,"Nice apartment, 40mt2,  safe place",2801285,Fernando,13,13.0,4.61,0,93155.66,30.0,1125.0,0,0.26,0.0,Usaquen,4.71931,-74.03051,Entire Rental Unit,Entire Home/Apt,2,39,0.0,1.0,1.0,132,4.58,4.81,4.91,4.84,5.0,4.56,False,True,True
579883,BELLISIMO Y CONFORTABLE APARTAMENTO,2852616,Maria Rubby,13,13.0,4.38,0,155582.37,30.0,1125.0,0,0.05,0.0,Engativa,4.69972,-74.12406,Private Room In Rental Unit,Private Room,2,8,0.0,1.0,1.0,365,3.88,4.75,4.63,4.63,4.25,4.13,False,True,True
613860,Historic center of Bogotá accommoda,3044570,William,13,10.0,,0,125244.05,30.0,1125.0,0,0.0,0.0,Candelaria,4.59778,-74.07148,Entire Home,Entire Home/Apt,3,5,1.0,2.0,1.5,365,,,,,,,False,True,True
640420,Hidden Gem with Private Garden & Quiet Workspace,3197687,Francisco,13,13.0,4.88,255,218392.05,1.0,120.0,60,1.3,55689973.0,Chapinero,4.67541,-74.04576,Entire Rental Unit,Entire Home/Apt,3,56,1.0,2.0,1.0,327,4.92,4.79,4.94,4.92,4.97,4.85,True,True,True
654822,Bogota Luxury Apartment - Cabrera,3290627,Maria,13,13.0,4.57,0,1203788.0,2.0,1125.0,0,0.68,0.0,Chapinero,4.66841,-74.04952,Entire Serviced Apartment,Entire Home/Apt,8,27,4.0,4.0,3.5,364,4.65,4.81,4.64,4.55,4.94,4.54,False,True,True
655728,Architectural Heritage Home !!!!,3301511,Jm,13,13.0,4.62,0,84598.38,30.0,365.0,0,0.09,0.0,Teusaquillo,4.62767,-74.07868,Private Room In Home,Private Room,4,18,2.0,2.0,2.5,365,4.33,4.27,4.8,4.8,4.33,4.6,False,True,True
700168,Rent a room in Chapinero - Bogota,3591823,Benoit,13,13.0,,0,38895.6,30.0,1125.0,0,0.0,0.0,Chapinero,4.64089,-74.06294,Private Room In Rental Unit,Private Room,1,3,0.0,1.0,1.0,365,,,,,,,False,True,True
725100,Cozy Master Bedroom with High-Speed WiFi,3443808,Zaira,13,13.0,4.77,30,103648.07,15.0,1125.0,1,0.22,3109442.0,Usaquen,4.69503,-74.0393,Private Room In Rental Unit,Private Room,2,41,0.0,1.0,1.0,269,4.77,4.84,4.87,4.77,4.97,4.65,True,True,True
741380,Habitacion cerca Aeropuer El Dorado,3879953,Dario,13,13.0,,0,58343.97,30.0,30.0,0,0.0,0.0,Engativa,4.71662,-74.14237,Private Room In Home,Private Room,8,4,0.0,1.0,2.0,365,,,,,,,False,True,True
750768,Juliette  ApartaSuites,3947212,Marlen,13,10.0,4.71,0,262545.5,30.0,800.0,0,0.06,0.0,Chapinero,4.64341,-74.05936,Entire Bed And Breakfast,Entire Home/Apt,4,13,2.0,3.0,1.0,267,4.71,4.71,5.0,4.71,4.14,4.57,False,True,True
784586,ONE OR TWO PRIVATE ROOMS,3033454,Luz,13,13.0,,0,90561.02,30.0,60.0,0,0.0,0.0,Teusaquillo,4.64658,-74.09144,Private Room In Rental Unit,Private Room,1,6,0.0,1.0,1.0,365,,,,,,,False,True,True
842584,"Charming, cozy and luminous apartment in Rosales!",4399119,Natalia,13,13.0,4.83,12,270852.5,2.0,1125.0,2,0.52,3250230.0,Chapinero,4.65687,-74.0492,Entire Rental Unit,Entire Home/Apt,2,54,1.0,1.0,1.0,233,4.81,4.7,4.88,4.89,4.83,4.8,False,True,True
846185,"900Mb Best Location Front To Biggest Park, Salitre",4418321,Yohana,13,13.0,4.86,120,170363.1,30.0,1125.0,2,1.15,20443572.0,Barrios Unidos,4.66202,-74.08274,Entire Rental Unit,Entire Home/Apt,5,70,2.0,2.0,2.0,189,4.85,4.9,4.93,4.94,4.75,4.83,False,True,True
863173,900 Mb Free Pick Up Service Agustiniana University,4418321,Yohana,13,13.0,4.87,0,94062.31,30.0,1125.0,0,0.83,0.0,Kennedy,4.65396,-74.14738,Entire Rental Unit,Entire Home/Apt,4,59,2.0,2.0,2.0,324,4.83,4.94,4.94,4.94,4.52,4.87,False,True,True
863460,"!New, 450Mb, Free Pick Up Service, Digital Nomads.",4418321,Yohana,13,13.0,4.86,120,94569.05,30.0,1125.0,2,0.72,11348286.0,Kennedy,4.64983,-74.16115,Entire Rental Unit,Entire Home/Apt,4,61,2.0,2.0,2.0,255,4.86,4.93,4.99,4.96,4.48,4.84,False,True,True
870542,Apartamento 2 habitaciones 2 baños Norte - Calleja,633498,Edwin,15,13.0,4.71,0,201490.17,30.0,1125.0,0,0.09,0.0,Usaquen,4.70929,-74.04891,Entire Condo,Entire Home/Apt,3,40,2.0,3.0,2.0,355,4.79,4.36,4.64,4.71,4.64,4.64,False,True,True
886127,Cosy flat in Virrey Park (2 bedrooms),692062,Maria Fernanda,15,13.0,4.67,0,239705.71,30.0,90.0,0,0.08,0.0,Chapinero,4.67699,-74.05734,Entire Rental Unit,Entire Home/Apt,3,20,2.0,2.0,1.0,363,5.0,4.89,4.78,5.0,5.0,4.89,False,True,True
903657,Ecosuitesbogota Best Point 406,4830903,Federico Y Ximena,13,13.0,4.5,0,108907.43,30.0,1125.0,0,0.01,0.0,Usaquen,4.68903,-74.05564,Entire Rental Unit,Entire Home/Apt,2,14,1.0,1.0,0.0,325,4.5,4.5,4.5,5.0,4.5,4.5,False,True,True
960399,Stream House at Rosales Hood.,5175630,Maria,13,13.0,4.67,0,91249.32,30.0,365.0,0,0.02,0.0,Chapinero,4.65244,-74.05149,Private Room In Rental Unit,Private Room,2,20,2.0,2.0,2.0,362,4.67,4.67,5.0,5.0,5.0,4.67,False,True,True
1006617,"Awesome private room, Chapinero",5536504,Mariana,13,13.0,4.73,0,89848.59,30.0,40.0,0,0.08,0.0,Chapinero,4.62894,-74.06502,Private Room In Rental Unit,Private Room,2,5,0.0,1.0,0.0,363,4.6,4.78,4.4,4.4,3.5,4.2,False,True,True
1038270,"In Candelaria, a short distance fro",5715290,Margarita,13,13.0,,0,136135.13,30.0,365.0,0,0.0,0.0,Santa Fe,4.58894,-74.07806,Private Room In Rental Unit,Private Room,3,6,0.0,1.0,3.0,365,,,,,,,False,True,True
1060126,6th floor apartment in Marly Bogota,5837688,Daniel,13,11.0,3.75,0,66591.86,30.0,1125.0,0,0.05,0.0,Teusaquillo,4.63582,-74.06792,Entire Rental Unit,Entire Home/Apt,2,20,1.0,1.0,1.0,70,3.5,3.5,3.75,4.0,4.0,4.0,False,True,True
1118550,Beautiful 1 bedroom suite - Parque 93,1673679,Daniel,14,10.0,4.9,0,263193.6,30.0,1125.0,0,0.45,0.0,Chapinero,4.68033,-74.04623,Entire Serviced Apartment,Entire Home/Apt,3,21,1.0,2.0,1.5,365,4.98,5.0,4.95,4.9,4.98,4.95,True,True,True
1198617,Conveniently located apartment. Free Parking,6548171,Nubia Lucero,13,13.0,4.8,60,119227.39,30.0,1125.0,1,0.65,7153643.0,Barrios Unidos,4.68807,-74.06717,Entire Rental Unit,Entire Home/Apt,5,30,3.0,3.0,2.0,130,4.88,4.77,4.84,4.95,4.81,4.83,True,True,True
1234665,"Modern studio, best location",6731762,Gustavo,13,13.0,4.89,0,223168.43,30.0,1125.0,0,0.46,0.0,Chapinero,4.666,-74.05042,Entire Rental Unit,Entire Home/Apt,2,12,1.0,1.0,1.0,365,4.92,4.9,4.81,4.9,4.97,4.79,False,True,True
1462013,"Central, en Pasadena! R408",6119206,Juan Torres,13,11.0,4.83,36,192098.33,3.0,730.0,6,0.94,6915540.0,Suba,4.69238,-74.06201,Entire Rental Unit,Entire Home/Apt,2,41,1.0,1.0,1.0,310,4.93,4.89,4.86,4.79,4.87,4.79,True,True,True
1500015,Loft con terraza,7496900,Veronica,12,12.0,4.8,252,171571.0,1.0,1125.0,42,3.98,43235892.0,Usaquen,4.69367,-74.04525,Entire Loft,Entire Home/Apt,4,33,1.0,1.0,0.0,345,4.85,4.89,4.89,4.79,4.86,4.76,True,True,True
1510873,Luxury blue 1-br apt near 93 park!,8028369,RentaElite,12,12.0,4.77,0,300880.14,30.0,1125.0,0,0.19,0.0,Chapinero,4.67966,-74.05532,Entire Rental Unit,Entire Home/Apt,2,44,1.0,1.0,1.5,358,4.88,4.77,4.92,4.88,5.0,4.88,True,True,True
1534828,"In Zona T. Quiet, Safe, Comfy Apt.",4291660,Clau,13,13.0,4.77,0,150396.5,30.0,364.0,0,1.29,0.0,Chapinero,4.66999,-74.05508,Entire Rental Unit,Entire Home/Apt,4,24,2.0,2.0,1.0,233,4.83,4.88,4.88,4.86,4.89,4.72,False,True,True
1597365,Apartamento 3 Habitaciones (3 plantas),8516275,Eduardo,12,12.0,4.92,6,581831.0,1.0,1125.0,1,0.25,3490986.0,Chapinero,4.68169,-74.05687,Entire Rental Unit,Entire Home/Apt,6,24,3.0,3.0,3.0,350,4.89,4.97,4.97,4.97,4.89,4.94,False,True,True
1660918,"Lovely apartment with view, near Plaza Claro!",3905518,Juan Carlos,13,13.0,,0,167717.9,30.0,1125.0,0,0.0,0.0,Fontibon,4.65303,-74.10791,Entire Rental Unit,Entire Home/Apt,2,25,3.0,3.0,2.0,362,,,,,,,False,True,True
1725936,Deluxe Room,1981704,Federico,14,12.0,5.0,6,332500.0,1.0,365.0,1,0.03,1995000.0,Suba,4.74156,-74.07413,Room In Boutique Hotel,Private Room,2,25,1.0,1.0,0.0,348,5.0,5.0,5.0,5.0,4.33,5.0,False,True,True
1729345,Apartment Near Central Park Bogotá,7625774,LuisJavier,12,12.0,4.78,0,94867.81,30.0,360.0,0,0.06,0.0,Teusaquillo,4.6491,-74.079,Entire Home,Entire Home/Apt,3,20,1.0,3.0,1.0,89,4.89,4.89,4.89,4.78,4.67,4.78,False,True,True
1752204,Hostal Boutique Casa 32,9217343,Fernando,12,12.0,,0,82652.97,30.0,1125.0,0,0.0,0.0,Teusaquillo,4.61939,-74.07363,Private Room In Home,Private Room,2,5,0.0,1.0,1.0,365,,,,,,,False,True,True
1778420,"TWO BEDROOM APARTMENT, 14TH FLOOR, MONSERRATE VIEW",3607734,Andres,13,13.0,4.68,108,254102.33,3.0,1125.0,18,1.93,27443052.0,Santa Fe,4.60208,-74.06964,Entire Rental Unit,Entire Home/Apt,5,43,2.0,4.0,1.0,351,4.81,4.67,4.79,4.88,4.77,4.75,False,True,True
1779016,"Room, private, safe, near downtown",3034664,Dora,13,12.0,5.0,0,78205.99,30.0,1125.0,0,0.01,0.0,Teusaquillo,4.62673,-74.08461,Private Room In Rental Unit,Private Room,1,10,0.0,2.0,1.0,365,5.0,5.0,5.0,5.0,4.5,5.0,False,True,True
1844341,Habitación en Apartamento Lujoso,775844,Victoria,14,14.0,4.48,30,102706.0,2.0,1125.0,5,0.19,3081180.0,Chapinero,4.68475,-74.05493,Private Room In Loft,Private Room,1,27,1.0,1.0,1.0,89,4.71,4.72,4.56,4.56,4.84,4.44,False,True,True
1853475,"AMPLIA, ILUMINADA Y BONITA HABITACIÓN!",9676962,Lucita,12,12.0,5.0,0,99504.67,3.0,1125.0,0,0.02,0.0,Santa Fe,4.6163,-74.06465,Private Room In Rental Unit,Private Room,2,12,0.0,1.0,1.0,214,5.0,5.0,5.0,5.0,5.0,5.0,False,True,True
1892279,G FURNISHED APARTMENTS ZONA G,9836335,Yaqueline,12,12.0,4.84,0,205412.0,1.0,1125.0,0,0.25,0.0,Chapinero,4.6496278,-74.0579722,Room In Serviced Apartment,Hotel Room,2,25,1.0,1.0,1.0,356,4.84,4.92,4.84,4.7,4.89,4.95,True,True,True
1913241,Great Location in Chapinero,21139837,Cesar,11,8.0,4.46,0,173078.67,3.0,365.0,0,0.76,0.0,Chapinero,4.64697,-74.06322,Entire Loft,Entire Home/Apt,3,20,1.0,2.0,0.0,90,4.7,4.49,4.79,4.64,4.7,4.55,False,True,True
1918774,Bogotá Best Location! Next to all you need,6898065,Juliana,13,10.0,4.59,0,254429.46,30.0,1125.0,0,0.84,0.0,Chapinero,4.66286,-74.04737,Entire Rental Unit,Entire Home/Apt,6,40,3.0,4.0,2.5,359,4.77,4.77,4.93,4.93,4.9,4.65,False,True,True
1922291,Apartamento 1 Habitacion,8516275,Eduardo,12,12.0,4.4,0,501579.0,1.0,1125.0,0,0.04,0.0,Chapinero,4.68184,-74.05682,Entire Rental Unit,Entire Home/Apt,2,22,1.0,1.0,0.0,331,4.0,4.2,4.8,4.8,4.8,4.6,False,True,True
1922561,Hermoso apartamento independiente Santa Bárbara,9962976,Kike,12,11.0,4.26,30,178430.0,1.0,1125.0,5,0.18,5352900.0,Usaquen,4.69949,-74.03955,Entire Rental Unit,Entire Home/Apt,2,36,1.0,1.0,1.0,365,4.47,4.37,4.89,4.37,4.84,4.16,False,True,True
1927935,Luxury downtown 2 bedroom apartment,3607734,Andres,13,13.0,4.73,30,251059.0,3.0,730.0,5,0.44,7531770.0,Santa Fe,4.60304,-74.06904,Entire Rental Unit,Entire Home/Apt,6,32,2.0,4.0,1.0,351,4.85,4.63,4.9,4.91,4.82,4.73,False,True,True
1935846,Apartamento 2 Habitaciones,8516275,Eduardo,12,12.0,4.74,6,662084.0,1.0,1125.0,1,0.18,3972504.0,Chapinero,4.68174,-74.05686,Entire Rental Unit,Entire Home/Apt,4,21,2.0,2.0,2.0,331,4.78,4.96,4.96,5.0,4.74,4.83,False,True,True
1940087,Apartamento 4 Habitaciones,8516275,Eduardo,12,12.0,4.74,6,842652.0,1.0,1125.0,1,0.13,5055912.0,Chapinero,4.68171,-74.05686,Entire Rental Unit,Entire Home/Apt,8,24,4.0,4.0,3.5,345,4.63,4.74,4.95,4.79,4.89,4.79,False,True,True
1959354,RentaElite Spacious designed with love in Navarra,8028369,RentaElite,12,12.0,4.6,0,264372.67,15.0,1125.0,0,0.11,0.0,Usaquen,4.688247,-74.054619,Entire Condo,Entire Home/Apt,2,42,1.0,2.0,0.0,364,4.5,4.7,4.9,4.7,4.5,4.5,True,True,True
1987915,G MODERNO APARTAMENTO EN ARRIENDO ZONA G,9836335,Yaqueline,12,12.0,4.55,0,207695.0,1.0,1125.0,0,0.51,0.0,Chapinero,4.649694919586182,-74.05793762,Room In Serviced Apartment,Hotel Room,2,24,1.0,1.0,1.0,356,4.66,4.81,4.72,4.64,4.7,4.53,True,True,True
1989626,LT Studio apartment with terrace,1019554,Yaqueline,14,14.0,4.52,0,135801.0,1.0,1125.0,0,0.54,0.0,Chapinero,4.641946792602539,-74.06381989,Entire Serviced Apartment,Entire Home/Apt,2,31,1.0,1.0,1.0,364,4.62,4.76,4.84,4.7,4.38,4.53,True,True,True
1994071,G MODERNO APARTAMENTO CHAPINERO ALTO BOGOTA,9836335,Yaqueline,12,12.0,4.64,6,205412.0,1.0,1125.0,1,0.08,1232472.0,Chapinero,4.649694919586182,-74.05793762,Entire Serviced Apartment,Entire Home/Apt,2,23,1.0,1.0,1.0,356,4.82,4.91,4.45,4.27,4.91,4.91,True,True,True
2027094,Furnished Cozy Studio Apartment,10412462,Charles,12,12.0,5.0,0,116686.77,30.0,1125.0,0,0.01,0.0,Suba,4.70694,-74.0593,Entire Rental Unit,Entire Home/Apt,2,24,1.0,1.0,1.0,364,5.0,5.0,5.0,5.0,5.0,5.0,False,True,True
2032708,L MODERNO APARTAMENTO LOFT LIVING 55,1019554,Yaqueline,14,14.0,4.43,0,135801.0,1.0,1125.0,0,0.19,0.0,Chapinero,4.641931056976318,-74.06401062,Entire Loft,Entire Home/Apt,2,29,1.0,1.0,1.0,364,4.25,4.82,4.89,4.71,4.43,4.29,True,True,True
2057816,Great Location Room in a Safe Apt in Bogota,9603921,Super Jem,12,12.0,4.67,30,94832.0,3.0,90.0,5,0.14,2844960.0,Suba,4.70585,-74.05664,Private Room In Rental Unit,Private Room,1,10,1.0,1.0,1.0,365,4.83,4.78,4.94,4.67,4.89,4.89,False,True,True
2134812,A CINCO MINUTOS DEL AEROPUERTO!!!,10893474,Clemencia,12,10.0,4.66,0,155582.37,30.0,1125.0,0,0.29,0.0,Fontibon,4.67201,-74.11764,Private Room In Rental Unit,Private Room,2,9,0.0,1.0,1.0,365,4.84,4.68,4.82,4.87,4.79,4.76,False,True,True
2182497,El mejor apartamento en chapinero alto.,11103980,Carlos,12,12.0,5.0,0,240633.5,30.0,360.0,0,0.04,0.0,Chapinero,4.65011,-74.0585,Entire Rental Unit,Entire Home/Apt,5,26,3.0,4.0,2.0,363,5.0,5.0,5.0,5.0,5.0,4.5,False,True,True
2192333,Apartamento independiente confortable - Unicentro,9962976,Kike,12,11.0,4.59,18,169556.0,1.0,1125.0,3,0.47,3052008.0,Usaquen,4.69969,-74.03817,Entire Serviced Apartment,Entire Home/Apt,2,32,1.0,1.0,1.0,365,4.56,4.61,4.93,4.83,4.95,4.63,False,True,True
2220638,Bogota DC North Full Apartment,7625774,LuisJavier,12,12.0,4.3,0,93331.48,30.0,999.0,0,0.14,0.0,Usaquen,4.72005,-74.03306,Entire Serviced Apartment,Entire Home/Apt,4,19,2.0,2.0,1.0,365,4.45,4.1,4.6,4.6,4.75,4.35,False,True,True
2255461,"Bright, Warm, Comfy and Prime Location (2 habit)",3719071,Mauricio,13,12.0,5.0,0,174947.68,30.0,1125.0,0,0.02,0.0,Chapinero,4.684727527987616,-74.05541874,Entire Rental Unit,Entire Home/Apt,4,45,2.0,2.0,2.0,256,5.0,4.67,5.0,5.0,5.0,5.0,False,True,True
2287798,Chapinero Alto  2 habitaciones,10607667,Yosiany,12,12.0,4.8,90,247144.67,3.0,1125.0,15,1.31,22243020.0,Chapinero,4.636700153,-74.06217194,Entire Serviced Apartment,Entire Home/Apt,4,31,2.0,2.0,2.0,264,4.84,4.92,4.95,4.95,4.74,4.77,True,True,True
2332885,habitation,11389136,Gabriela,12,10.0,,0,97238.4,30.0,1125.0,0,0.0,0.0,Santa Fe,4.61449,-74.06558,Private Room In Rental Unit,Private Room,1,9,0.0,1.0,1.0,365,,,,,,,False,True,True
2338732,Cozy room/Private WC Chapinero alto,11944837,Liliana,12,12.0,5.0,60,50253.2,30.0,1125.0,1,0.08,3015192.0,Chapinero,4.65019,-74.05525,Private Room In Rental Unit,Private Room,1,19,0.0,1.0,1.0,300,4.91,4.91,5.0,5.0,5.0,4.82,False,True,True
2354706,"Modern, Bright & Peaceful Apartment Salitre Greco",12024669,Luz Esperanza,12,12.0,4.86,128,143275.5,4.0,1125.0,16,2.13,18339264.0,Teusaquillo,4.65455,-74.10038,Entire Loft,Entire Home/Apt,2,28,1.0,1.0,1.5,339,4.85,4.96,4.92,4.89,4.88,4.84,True,True,True
2407184,Apartment near Botanical Gardens,7625774,LuisJavier,12,12.0,4.38,0,65248.84,30.0,355.0,0,0.05,0.0,Engativa,4.66941,-74.10037,Entire Rental Unit,Entire Home/Apt,4,11,1.0,2.0,1.0,76,4.29,4.71,4.57,4.86,4.29,4.33,False,True,True
2441651,Convenient & Inexpensive apartment,9168868,Pat,12,12.0,4.59,0,63944.62,30.0,1125.0,0,0.67,0.0,Engativa,4.67188,-74.0995,Entire Loft,Entire Home/Apt,4,23,1.0,3.0,1.0,76,4.82,4.76,4.91,4.86,4.41,4.69,False,True,True
2458041,Apartamento independiente Unicentro Bogota,9962976,Kike,12,11.0,4.4,0,193430.0,1.0,1125.0,0,0.04,0.0,Usaquen,4.69821,-74.03988,Entire Rental Unit,Entire Home/Apt,2,27,1.0,1.0,1.0,365,4.8,4.8,5.0,4.8,5.0,4.6,False,True,True
2546077,King and Double Bed Apartment,13036194,Camilo,12,12.0,4.0,0,306808.0,1.0,90.0,0,0.01,0.0,Usaquen,4.69143,-74.05061,Room In Boutique Hotel,Hotel Room,3,24,2.0,2.0,2.0,365,2.0,4.0,5.0,4.0,5.0,5.0,False,True,True
2585358,Cozy Apartment-2 BD-2 Bath-Central Location,13237351,Cristhian,12,12.0,4.25,0,594000.0,1.0,1125.0,0,0.09,0.0,Chapinero,4.65085,-74.05962,Entire Serviced Apartment,Entire Home/Apt,5,49,2.0,3.0,2.0,355,4.38,4.63,4.63,4.5,4.38,4.25,False,True,True
2589922,1 BD Apartment - Suites by HVA- 2xWeek Cleaning,13237351,Cristhian,12,12.0,4.76,18,255000.0,3.0,1125.0,3,0.19,4590000.0,Chapinero,4.65085,-74.05974,Entire Serviced Apartment,Entire Home/Apt,3,52,1.0,3.0,1.0,361,4.82,4.94,4.94,4.76,4.94,4.88,False,True,True
2596906,BEAUTIFUL 2 BR APT VIRREY PARK VIEW,2238639,Stephanie,14,12.0,4.68,60,404398.49,30.0,300.0,1,0.19,24263909.0,Chapinero,4.67271,-74.05733,Entire Rental Unit,Entire Home/Apt,5,34,2.0,3.0,2.5,315,4.74,4.64,4.93,4.36,4.86,4.43,False,True,True
2607200,Great Duplex Penthouse with an amazing view,3905518,Juan Carlos,13,13.0,,0,147803.0,30.0,1125.0,0,0.0,0.0,Usaquen,4.68778,-74.04316,Entire Rental Unit,Entire Home/Apt,2,16,2.0,3.0,3.0,231,,,,,,,False,True,True
2624501,Very quiet apartment near World Trade Center,6279302,Diego,13,11.0,4.71,6,198390.5,2.0,365.0,1,0.38,1190343.0,Usaquen,4.68501,-74.04249,Entire Condo,Entire Home/Apt,2,27,1.0,1.0,1.0,19,4.88,4.57,4.78,4.71,4.92,4.75,False,True,True
2637212,Cozy and quiet apartment near transmilenio,2343655,David,14,12.0,4.78,255,95101.41,30.0,90.0,7,0.63,24250860.0,Usaquen,4.72661,-74.04824,Entire Rental Unit,Entire Home/Apt,5,25,3.0,4.0,2.0,147,4.82,4.87,4.89,4.94,4.93,4.77,False,True,True
2686750,Dejame ser tu anfitriona....,13753347,Cecilia,12,7.0,,0,78223.82,30.0,1125.0,0,0.0,0.0,Chapinero,4.64187,-74.05122,Entire Place,Entire Home/Apt,4,19,2.0,3.0,2.0,269,,,,,,,False,True,True
2705792,Habitación privada con baño independiente,13847968,Camilo,12,4.0,4.86,12,136942.0,1.0,365.0,2,0.17,1643304.0,Suba,4.75406,-74.04665,Private Room In Vacation Home,Private Room,2,7,0.0,1.0,1.0,358,4.57,4.43,4.86,4.71,5.0,4.57,False,True,True
2720001,Charming afforable safe neiborhood,9168868,Pat,12,12.0,4.75,0,53092.61,30.0,1125.0,0,0.05,0.0,Engativa,4.67202,-74.09935,Private Room In Rental Unit,Private Room,2,17,0.0,2.0,1.0,89,4.63,4.88,4.88,5.0,4.25,4.75,False,True,True
